Age,Job,Marital,Education,Default,Annual Balance,Loan (Housing loan / Personal loan),Last Contact Duration,# Contacts Currently,# Contacts Previously,Days Since Last Contacted,Outcomes for Previous Marketing Campaign,Predicted Subscription for Current Campaign
25,blue-collar,single,unknown,no,431,H-,493,1,12,317,failure,no
39,management,divorced,secondary,no,-17,--,316,1,4,146,failure,no
29,blue-collar,married,primary,no,10045,H-,617,1,4,322,failure,no
46,blue-collar,single,primary,no,96,H-,99,1,1,148,failure,no
54,housemaid,married,secondary,no,736,H-,268,1,1,331,failure,no
33,self-employed,single,tertiary,no,1354,H-,270,1,2,147,failure,no
54,blue-collar,married,secondary,no,0,--,1366,1,1,150,failure,no
39,management,married,tertiary,no,691,HP,517,1,1,255,failure,no
51,entrepreneur,married,secondary,no,0,HP,432,1,1,150,failure,no
57,admin.,divorced,primary,no,207,H-,284,1,4,317,failure,no
47,entrepreneur,married,secondary,no,1375,H-,272,2,7,321,failure,no
48,services,married,secondary,no,543,H-,152,1,1,336,failure,no
46,services,married,secondary,no,1550,H-,126,2,8,149,failure,no
33,management,married,tertiary,no,2441,HP,257,2,1,148,failure,no
30,blue-collar,single,secondary,no,445,H-,218,1,2,330,failure,no
40,self-employed,married,secondary,no,31,H-,174,2,6,147,failure,no
32,blue-collar,single,primary,no,528,H-,219,1,1,273,failure,no
30,admin.,married,tertiary,no,26,H-,62,1,1,323,failure,no
31,blue-collar,single,secondary,no,855,H-,94,1,2,317,failure,no
40,technician,married,primary,no,644,H-,118,2,1,336,failure,no
38,blue-collar,divorced,secondary,no,614,H-,314,2,1,331,failure,no
30,admin.,single,secondary,no,818,HP,66,1,1,346,failure,no
54,blue-collar,married,primary,no,3170,H-,140,2,4,324,failure,no
32,self-employed,single,tertiary,no,519,H-,317,2,1,149,failure,no
38,admin.,married,secondary,no,281,H-,235,2,2,335,failure,no
36,management,single,tertiary,no,4788,H-,241,2,1,317,failure,no
36,blue-collar,single,primary,no,736,H-,114,2,2,304,failure,no
36,technician,single,tertiary,no,470,H-,123,3,13,265,success,no
37,blue-collar,married,secondary,no,2848,H-,280,2,3,147,failure,no
31,management,single,tertiary,no,319,H-,302,2,2,248,failure,no
44,management,divorced,tertiary,no,2422,H-,399,2,2,269,failure,no
47,management,married,tertiary,no,109,H-,91,2,1,268,failure,no
42,blue-collar,married,primary,no,560,HP,122,4,2,149,failure,no
32,services,married,secondary,no,1273,H-,1365,2,1,328,failure,yes
38,self-employed,married,tertiary,no,2084,H-,71,2,2,330,failure,no
42,services,married,secondary,no,1027,H-,63,2,4,150,failure,no
33,blue-collar,single,secondary,no,1036,HP,323,2,2,321,failure,no
39,blue-collar,married,primary,no,2366,H-,1007,3,4,325,failure,no
32,management,single,secondary,no,301,H-,383,3,1,345,failure,no
38,technician,married,secondary,no,183,H-,256,3,2,339,failure,no
32,services,married,secondary,no,1167,HP,668,3,1,147,failure,no
53,admin.,married,secondary,no,3703,H-,104,1,1,267,failure,no
41,blue-collar,married,primary,no,-692,H-,370,3,2,282,failure,no
35,management,divorced,secondary,no,124,H-,48,4,5,146,failure,no
47,entrepreneur,divorced,secondary,no,392,HP,279,3,1,148,failure,no
31,admin.,married,secondary,no,4457,H-,225,1,4,146,success,no
42,technician,divorced,secondary,no,611,H-,804,2,5,262,failure,no
45,blue-collar,married,primary,no,2958,H-,580,1,2,317,failure,no
27,technician,single,secondary,no,639,H-,119,1,5,314,success,no
34,blue-collar,married,primary,no,2720,H-,115,2,5,146,failure,no
42,admin.,single,secondary,no,734,H-,332,2,3,317,failure,no
44,blue-collar,divorced,primary,no,75,H-,614,1,1,281,failure,no
53,blue-collar,married,primary,no,241,H-,1410,1,2,325,failure,no
32,technician,single,tertiary,no,932,H-,944,1,1,318,failure,yes
40,blue-collar,married,secondary,no,750,HP,340,1,1,281,failure,no
53,management,married,tertiary,no,1319,H-,427,1,1,150,failure,no
40,services,divorced,primary,no,471,H-,1156,1,2,345,failure,yes
37,management,married,tertiary,no,1594,H-,110,1,5,260,failure,no
34,management,single,tertiary,no,872,H-,81,1,2,345,failure,no
32,management,single,tertiary,no,8436,H-,245,1,2,149,failure,no
34,admin.,married,secondary,no,79,H-,193,1,1,329,failure,no
33,services,single,secondary,no,148,H-,271,1,1,150,failure,no
37,blue-collar,married,secondary,no,346,H-,390,1,1,316,failure,no
54,blue-collar,single,secondary,no,105,H-,226,1,3,326,failure,no
31,admin.,married,secondary,no,-170,HP,252,1,1,326,failure,no
33,services,single,secondary,no,1940,H-,239,3,2,329,failure,no
48,management,single,tertiary,no,191,H-,222,1,1,326,failure,no
37,blue-collar,married,secondary,no,590,H-,37,1,2,343,failure,no
34,services,single,secondary,no,0,H-,112,1,3,332,failure,no
52,management,married,primary,no,98,H-,402,1,2,345,failure,no
34,blue-collar,married,secondary,no,1134,H-,408,1,2,329,failure,no
55,admin.,married,secondary,no,865,H-,85,1,1,151,failure,no
25,student,single,secondary,no,1790,--,224,1,3,322,failure,no
36,services,married,secondary,no,456,HP,294,1,4,319,failure,no
34,services,married,secondary,no,210,HP,175,1,1,332,failure,no
33,entrepreneur,married,secondary,no,135,H-,114,1,2,345,failure,no
33,blue-collar,married,secondary,no,489,H-,552,1,1,332,failure,no
36,blue-collar,married,primary,no,442,H-,238,1,3,326,failure,no
37,blue-collar,single,secondary,no,90,H-,416,1,5,340,failure,no
38,admin.,single,secondary,no,245,HP,71,2,2,345,success,no
30,services,married,secondary,no,249,H-,294,1,2,275,failure,no
34,services,married,secondary,no,703,--,282,2,2,150,failure,no
33,admin.,married,secondary,no,7,H-,612,1,1,148,failure,no
36,blue-collar,single,primary,no,263,H-,199,2,2,337,failure,no
38,blue-collar,married,primary,no,3242,H-,198,5,1,331,failure,no
38,management,single,tertiary,no,35,H-,156,1,3,273,failure,no
50,admin.,married,secondary,no,512,HP,77,3,3,338,failure,no
52,blue-collar,married,secondary,no,1374,H-,267,2,1,322,failure,no
52,blue-collar,married,secondary,no,568,H-,246,1,1,317,failure,no
43,services,married,primary,no,-88,HP,313,1,2,147,failure,no
31,services,married,secondary,no,-163,H-,135,1,2,270,failure,no
43,blue-collar,married,primary,no,-181,H-,351,1,3,337,failure,no
32,blue-collar,married,secondary,no,435,H-,456,1,1,331,failure,no
54,management,married,secondary,no,-133,H-,76,1,2,343,failure,no
38,services,married,tertiary,no,0,H-,239,1,4,147,failure,no
28,blue-collar,single,secondary,no,1065,HP,406,1,1,317,failure,no
32,management,divorced,tertiary,no,294,H-,1095,1,5,274,success,yes
36,technician,single,tertiary,no,670,H-,122,1,1,343,failure,no
43,admin.,single,secondary,no,243,H-,31,3,5,338,failure,no
31,blue-collar,married,secondary,no,658,HP,268,1,1,270,failure,no
46,blue-collar,married,primary,no,-175,HP,250,1,2,324,failure,no
54,management,married,tertiary,no,6525,H-,231,1,4,149,failure,no
34,blue-collar,married,primary,no,329,H-,952,1,1,343,failure,yes
34,admin.,single,secondary,no,598,H-,365,1,1,324,failure,no
31,self-employed,single,tertiary,no,578,H-,664,1,4,319,failure,no
31,admin.,single,secondary,no,223,H-,508,1,11,315,success,no
43,admin.,married,secondary,no,214,H-,421,2,24,324,failure,no
54,blue-collar,married,primary,no,551,H-,251,1,2,263,failure,no
36,services,divorced,secondary,no,543,H-,101,1,2,269,failure,no
55,blue-collar,single,primary,no,1187,H-,113,1,2,319,failure,no
28,technician,single,secondary,no,16,--,268,1,1,333,failure,no
35,services,married,secondary,no,457,H-,69,1,2,322,failure,no
38,management,married,tertiary,no,-113,H-,141,1,3,323,failure,no
34,management,married,tertiary,no,436,H-,28,1,1,345,failure,no
41,admin.,married,secondary,no,1010,H-,47,1,1,338,failure,no
48,blue-collar,married,secondary,no,1143,H-,264,1,1,317,failure,no
45,technician,divorced,secondary,no,976,H-,183,1,2,338,failure,no
40,blue-collar,divorced,primary,no,190,HP,139,1,2,346,failure,no
34,services,married,secondary,no,334,H-,139,2,1,318,failure,no
30,technician,married,secondary,no,398,H-,132,2,2,238,failure,no
32,self-employed,married,primary,no,1074,H-,38,1,2,329,failure,no
30,blue-collar,married,secondary,no,2,HP,291,2,1,326,failure,no
37,technician,married,secondary,no,-90,H-,921,2,3,263,failure,no
44,entrepreneur,married,secondary,no,887,H-,519,1,2,14,failure,no
28,services,single,secondary,no,437,HP,219,1,2,322,failure,no
34,admin.,married,secondary,no,21,--,332,1,3,346,failure,no
37,management,married,tertiary,no,9269,HP,71,1,2,149,failure,no
37,blue-collar,married,unknown,no,722,H-,362,1,3,150,failure,no
33,technician,divorced,secondary,no,273,H-,181,1,1,317,failure,no
36,blue-collar,single,secondary,no,275,H-,89,1,2,332,failure,no
31,technician,single,tertiary,no,985,H-,997,1,2,57,failure,yes
34,management,married,tertiary,no,91,--,144,1,1,281,failure,no
54,admin.,married,secondary,no,426,H-,74,2,1,323,failure,no
40,technician,single,secondary,no,556,H-,234,1,1,323,failure,no
45,blue-collar,married,primary,no,271,HP,245,1,1,343,failure,no
29,technician,single,secondary,no,205,H-,218,1,3,340,failure,no
32,blue-collar,married,secondary,no,225,H-,574,1,1,150,failure,yes
49,admin.,married,secondary,no,1096,H-,609,1,5,303,failure,no
39,admin.,married,secondary,no,260,H-,146,1,1,281,failure,no
38,blue-collar,married,primary,no,398,HP,239,1,1,332,failure,no
31,admin.,married,secondary,no,8295,H-,218,1,1,149,failure,no
38,management,married,tertiary,no,5432,HP,707,1,2,149,failure,no
30,blue-collar,married,secondary,no,578,HP,71,2,1,317,failure,no
32,blue-collar,single,secondary,no,1415,H-,645,1,1,345,failure,no
42,blue-collar,married,secondary,no,-256,H-,576,1,2,318,failure,no
42,services,married,secondary,no,115,HP,161,1,2,149,failure,no
34,admin.,married,secondary,no,1467,H-,113,1,2,332,failure,no
30,blue-collar,married,secondary,no,1171,H-,45,7,2,324,failure,no
30,admin.,single,secondary,no,390,H-,175,1,1,347,failure,no
34,services,married,secondary,no,4963,H-,208,1,2,332,failure,no
47,admin.,single,primary,no,683,--,73,1,1,148,failure,no
47,management,married,tertiary,no,385,H-,145,1,4,323,failure,no
40,blue-collar,married,primary,no,572,HP,171,1,1,318,failure,no
41,technician,single,tertiary,no,445,H-,138,1,1,267,failure,no
37,blue-collar,married,primary,no,3154,H-,404,1,3,305,failure,yes
37,blue-collar,married,primary,no,0,H-,362,2,4,315,failure,no
49,blue-collar,married,primary,no,816,H-,76,1,7,260,failure,no
30,blue-collar,married,secondary,no,246,H-,191,1,7,150,failure,no
29,technician,married,secondary,no,1180,H-,367,3,3,323,failure,yes
41,services,married,primary,no,450,H-,122,1,2,338,failure,no
38,services,married,secondary,no,507,H-,55,1,1,344,failure,no
32,unemployed,single,secondary,no,199,H-,70,1,1,336,failure,no
38,technician,single,secondary,no,884,HP,113,2,3,149,failure,no
36,self-employed,married,secondary,no,351,H-,1554,3,2,343,failure,no
46,blue-collar,married,primary,no,85,H-,70,1,1,344,failure,no
34,management,married,tertiary,no,520,H-,401,1,4,248,success,no
37,admin.,single,tertiary,no,3954,H-,238,1,1,331,failure,no
35,admin.,married,secondary,no,430,H-,611,1,4,270,failure,no
39,services,divorced,secondary,no,5873,--,280,1,2,344,failure,no
35,blue-collar,married,secondary,no,199,H-,203,1,3,344,failure,no
24,blue-collar,married,secondary,no,-220,H-,401,1,1,15,failure,no
32,services,single,secondary,no,671,H-,237,2,3,345,failure,no
48,management,divorced,tertiary,no,266,H-,198,2,1,343,failure,no
33,blue-collar,divorced,unknown,yes,-274,HP,715,2,2,329,failure,yes
35,services,married,secondary,no,372,H-,202,2,1,280,failure,no
42,services,married,secondary,no,1545,H-,426,3,3,323,failure,no
58,blue-collar,married,secondary,no,221,H-,115,2,2,343,failure,no
52,admin.,divorced,secondary,no,340,H-,463,1,1,344,failure,no
27,blue-collar,single,secondary,no,-116,HP,432,2,1,343,failure,no
35,blue-collar,married,secondary,no,528,H-,61,1,1,331,failure,no
54,self-employed,married,secondary,no,641,H-,472,1,2,148,failure,no
33,blue-collar,married,secondary,no,2254,H-,130,1,1,148,failure,no
38,technician,married,secondary,no,710,H-,196,1,3,346,failure,no
37,management,single,tertiary,no,146,H-,135,1,3,336,failure,no
34,management,married,tertiary,no,11,H-,22,1,2,150,failure,no
37,blue-collar,married,secondary,no,982,H-,127,1,2,282,failure,no
40,blue-collar,married,primary,no,1802,H-,326,1,1,319,failure,no
34,management,married,secondary,yes,879,H-,712,1,1,344,failure,yes
30,blue-collar,married,secondary,no,658,H-,99,3,1,267,failure,no
32,services,divorced,secondary,no,453,H-,329,1,2,150,failure,no
35,services,married,secondary,no,586,HP,96,2,2,344,failure,no
29,management,married,tertiary,no,103,H-,368,1,2,336,failure,no
33,blue-collar,single,primary,no,557,H-,91,2,2,331,failure,no
41,admin.,married,secondary,no,1380,H-,65,1,1,333,failure,no
34,entrepreneur,married,primary,no,165,H-,182,2,1,329,failure,no
60,retired,divorced,tertiary,no,381,H-,208,2,4,344,failure,no
39,technician,married,secondary,no,625,H-,185,1,2,317,failure,no
38,blue-collar,married,secondary,no,194,H-,576,4,7,340,failure,no
37,blue-collar,married,secondary,no,539,HP,147,3,2,347,failure,no
31,management,single,tertiary,no,1130,H-,224,3,4,74,failure,no
33,services,married,secondary,no,-124,--,150,2,1,325,failure,no
30,technician,married,secondary,no,-280,H-,609,2,2,266,failure,no
31,technician,single,secondary,no,102,H-,460,2,2,345,failure,no
50,blue-collar,married,unknown,no,1389,H-,300,3,3,302,failure,no
41,blue-collar,divorced,secondary,no,927,H-,239,2,2,148,failure,no
47,services,divorced,primary,no,91,H-,473,2,1,339,failure,no
40,blue-collar,married,secondary,no,679,H-,642,2,1,304,failure,no
31,services,single,secondary,no,603,HP,185,2,2,319,failure,no
37,management,married,tertiary,no,860,H-,818,2,15,332,failure,no
32,technician,single,secondary,no,28,H-,598,1,1,150,failure,no
53,management,married,tertiary,no,2124,H-,121,2,2,344,failure,no
35,admin.,married,secondary,no,3487,H-,323,2,1,319,failure,no
43,management,married,tertiary,no,9261,H-,273,2,2,254,failure,no
34,technician,married,secondary,no,260,H-,20,2,2,238,failure,no
49,blue-collar,married,secondary,no,1127,HP,162,2,1,281,failure,no
40,technician,married,secondary,no,96,HP,276,2,2,326,failure,no
29,services,single,secondary,no,229,H-,273,2,1,343,failure,no
39,blue-collar,married,secondary,no,284,HP,1426,2,6,318,failure,no
40,blue-collar,married,primary,no,119,H-,795,3,2,147,failure,no
33,services,married,secondary,no,90,H-,170,2,2,263,failure,no
51,blue-collar,married,primary,no,216,H-,666,3,3,274,failure,no
50,blue-collar,married,primary,no,12519,H-,146,2,4,147,success,no
42,blue-collar,married,primary,no,875,H-,426,5,1,148,failure,no
40,management,married,secondary,no,643,H-,74,2,1,256,failure,no
31,technician,married,secondary,no,310,H-,334,2,2,240,failure,no
48,blue-collar,married,primary,no,551,HP,1064,3,5,303,failure,no
32,blue-collar,married,secondary,no,298,H-,163,2,7,323,failure,no
31,blue-collar,married,secondary,no,604,H-,99,2,2,150,failure,no
36,blue-collar,married,secondary,no,0,H-,87,2,4,322,failure,no
36,management,married,tertiary,no,549,H-,151,4,2,150,failure,no
36,blue-collar,married,secondary,no,1949,H-,48,2,3,319,failure,no
23,technician,single,secondary,no,28,H-,183,3,2,325,failure,no
51,blue-collar,married,secondary,no,1329,HP,150,2,2,287,failure,no
35,blue-collar,married,secondary,no,1207,H-,694,2,1,331,success,no
30,blue-collar,single,secondary,no,1012,H-,22,3,1,329,failure,no
53,technician,married,secondary,no,5303,H-,320,3,1,180,success,yes
29,blue-collar,married,primary,no,459,HP,202,3,1,318,failure,no
33,technician,single,tertiary,no,1190,H-,50,2,4,252,failure,no
32,admin.,single,secondary,no,620,--,211,2,3,343,failure,no
37,technician,single,tertiary,no,6889,H-,108,2,1,147,failure,no
46,services,divorced,secondary,no,864,H-,225,3,7,150,failure,no
35,entrepreneur,single,tertiary,no,1295,H-,952,2,1,73,failure,no
44,blue-collar,married,primary,no,-93,H-,829,3,2,326,failure,no
33,blue-collar,single,secondary,no,476,HP,544,3,2,333,failure,no
46,technician,married,secondary,no,6993,H-,326,3,1,148,success,no
37,self-employed,single,primary,no,235,H-,191,4,9,323,failure,no
46,services,married,secondary,no,9077,H-,427,2,1,337,failure,no
30,admin.,single,secondary,no,613,H-,180,2,1,302,failure,no
38,blue-collar,single,secondary,no,13156,H-,291,4,1,331,failure,no
37,blue-collar,single,secondary,no,1127,H-,72,2,1,281,failure,no
38,admin.,married,primary,no,3913,H-,196,2,2,315,failure,no
32,admin.,married,secondary,no,413,H-,95,3,2,341,failure,no
50,blue-collar,married,primary,no,4121,HP,184,2,1,151,failure,no
42,blue-collar,married,unknown,no,732,H-,33,1,1,339,failure,no
31,blue-collar,married,secondary,no,2289,HP,79,1,1,151,failure,no
29,blue-collar,married,secondary,no,1238,H-,478,1,1,341,failure,no
41,blue-collar,married,secondary,no,563,H-,142,12,1,348,failure,no
37,blue-collar,married,primary,no,287,H-,73,3,3,325,failure,no
32,technician,married,secondary,no,286,--,60,1,4,343,failure,no
45,blue-collar,married,primary,no,658,H-,406,3,2,270,failure,no
57,admin.,married,primary,no,202,H-,207,1,2,346,failure,no
33,blue-collar,married,primary,no,217,H-,198,1,3,339,failure,no
56,unemployed,divorced,secondary,no,283,HP,89,3,2,341,failure,no
57,technician,married,tertiary,no,3082,HP,267,2,3,294,failure,no
46,blue-collar,married,primary,no,292,H-,386,2,4,234,failure,no
40,blue-collar,single,secondary,no,169,H-,214,1,1,346,failure,no
34,management,single,tertiary,no,8038,H-,29,3,1,152,failure,no
31,blue-collar,single,primary,no,71,H-,185,3,6,336,failure,no
43,admin.,married,secondary,no,101,H-,131,2,3,349,failure,no
27,student,single,secondary,no,2784,H-,153,1,1,328,failure,no
53,admin.,married,secondary,no,225,H-,304,1,1,340,failure,no
34,blue-collar,single,secondary,no,550,H-,90,3,1,346,failure,no
33,blue-collar,married,secondary,no,2502,H-,285,1,1,270,failure,no
31,blue-collar,married,secondary,no,1664,H-,158,1,1,182,success,no
51,blue-collar,married,primary,no,14,HP,233,2,1,329,failure,no
50,unknown,married,primary,no,341,HP,670,4,2,340,success,yes
50,entrepreneur,married,tertiary,no,221,H-,319,2,1,340,failure,no
